날짜,nino3.4 index,ONI index,nino3.4 수온 평균,nino3.4 수온 평균(3개월),nino3.4 수온 평년평균,nino3.4 수온 표준편차
﻿2025년 07월,-0.068856,,27.174763,,27.243618,0.677102
﻿2025년 06월,0.029656,-0.032759,27.694521,27.550537,27.664865,0.627709
﻿2025년 05월,-0.059078,-0.067622,27.78233,27.691547,27.841408,0.614643
﻿2025년 04월,-0.173445,-0.037461,27.597792,27.560186,27.771236,0.657626
﻿2025년 03월,0.120141,-0.138248,27.300436,27.068207,27.180296,0.817327
﻿2025년 02월,-0.36144,-0.333881,26.306391,26.447029,26.667831,1.007264
﻿2025년 01월,-0.760345,-0.598348,25.734262,25.981411,26.494608,1.164648
﻿2024년 12월,-0.67326,-0.532549,25.90358,26.076696,26.576839,1.219633
﻿2024년 11월,-0.164042,-0.377373,26.592249,26.299988,26.75629,1.177667
﻿2024년 10월,-0.294816,-0.254911,26.404133,26.461926,26.69895,1.01164
﻿2024년 09월,-0.305875,-0.223878,26.389393,26.519304,26.695267,0.834961
﻿2024년 08월,-0.070943,-0.065091,26.764385,26.859648,26.835327,0.818931
﻿2024년 07월,0.181545,0.106024,27.425163,27.353962,27.243618,0.677102
﻿2024년 06월,0.207471,0.220925,27.872335,27.804222,27.664865,0.627709
﻿2024년 05월,0.27376,0.432105,28.115168,28.191275,27.841408,0.614643
﻿2024년 04월,0.815084,0.778567,28.586321,28.376213,27.771236,0.657626
﻿2024년 03월,1.246858,1.207435,28.427153,28.413889,27.180296,0.817327
﻿2024년 02월,1.560362,1.531435,28.228193,28.312346,26.667831,1.007264
﻿2024년 01월,1.787085,1.788519,28.281693,28.368279,26.494608,1.164648
﻿2023년 12월,2.018108,1.903463,28.594948,28.512709,26.576839,1.219633
﻿2023년 11월,1.905195,1.840008,28.661486,28.517368,26.75629,1.177667
﻿2023년 10월,1.596722,1.693428,28.295671,28.410263,26.69895,1.01164
﻿2023년 09월,1.578367,1.503055,28.273634,28.246237,26.695267,0.834961
﻿2023년 08월,1.334077,1.339169,28.169405,28.263906,26.835327,0.818931
﻿2023년 07월,1.105064,1.123663,28.348682,28.371599,27.243618,0.677102
﻿2023년 06월,0.931848,0.839768,28.596712,28.423065,27.664865,0.627709
﻿2023년 05월,0.477698,0.534997,28.319105,28.294167,27.841408,0.614643
﻿2023년 04월,0.192268,0.217655,27.963505,27.815302,27.771236,0.657626
﻿2023년 03월,-0.017,-0.086983,27.163296,27.119471,27.180296,0.817327
﻿2023년 02월,-0.436216,-0.382985,26.231615,26.397926,26.667831,1.007264
﻿2023년 01월,-0.695737,-0.660465,25.79887,25.919294,26.494608,1.164648
﻿2022년 12월,-0.849441,-0.828729,25.727398,25.780518,26.576839,1.219633
﻿2022년 11월,-0.941008,-0.88014,25.815283,25.79722,26.75629,1.177667
﻿2022년 10월,-0.849972,-0.908448,25.848976,25.808388,26.69895,1.01164
﻿2022년 09월,-0.934364,-0.929867,25.760902,25.813314,26.695267,0.834961
﻿2022년 08월,-1.005265,-0.849377,25.830063,26.075361,26.835327,0.818931
﻿2022년 07월,-0.608502,-0.763389,26.635117,26.484547,27.243618,0.677102
﻿2022년 06월,-0.676401,-0.783569,26.988462,26.799728,27.664865,0.627709
﻿2022년 05월,-1.065803,-0.911549,26.775604,26.847622,27.841408,0.614643
﻿2022년 04월,-0.992442,-0.992235,26.778795,26.605412,27.771236,0.657626
﻿2022년 03월,-0.91846,-0.879209,26.261835,26.327246,27.180296,0.817327
﻿2022년 02월,-0.726725,-0.835178,25.941107,25.945732,26.667831,1.007264
﻿2022년 01월,-0.86035,-0.884168,25.634258,25.695593,26.494608,1.164648
﻿2021년 12월,-1.065429,-0.934068,25.511412,25.675179,26.576839,1.219633
﻿2021년 11월,-0.876425,-0.912733,25.879866,25.764627,26.75629,1.177667
﻿2021년 10월,-0.796346,-0.647614,25.902603,26.069221,26.69895,1.01164
﻿2021년 09월,-0.270069,-0.452468,26.425198,26.290714,26.695267,0.834961
﻿2021년 08월,-0.290989,-0.250441,26.544338,26.674295,26.835327,0.818931
﻿2021년 07월,-0.190266,-0.1686,27.053352,27.079336,27.243618,0.677102
﻿2021년 06월,-0.024545,-0.177667,27.64032,27.40563,27.664865,0.627709
﻿2021년 05월,-0.318188,-0.307687,27.523218,27.451483,27.841408,0.614643
﻿2021년 04월,-0.580328,-0.483743,27.190908,27.113903,27.771236,0.657626
﻿2021년 03월,-0.552714,-0.672912,26.627581,26.533543,27.180296,0.817327
﻿2021년 02월,-0.885694,-0.788321,25.782137,25.99259,26.667831,1.007264
﻿2021년 01월,-0.926556,-0.943364,25.568052,25.636396,26.494608,1.164648
﻿2020년 12월,-1.017841,-1.06793,25.558998,25.541315,26.576839,1.219633
﻿2020년 11월,-1.259393,-1.14715,25.496899,25.53021,26.75629,1.177667
﻿2020년 10월,-1.164216,-1.030081,25.534733,25.686754,26.69895,1.01164
﻿2020년 09월,-0.666635,-0.797757,26.028631,25.945423,26.695267,0.834961
﻿2020년 08월,-0.562421,-0.462416,26.272907,26.462322,26.835327,0.818931
﻿2020년 07월,-0.158191,-0.338824,27.085426,26.909113,27.243618,0.677102
﻿2020년 06월,-0.29586,-0.234541,27.369003,27.348757,27.664865,0.627709
﻿2020년 05월,-0.249572,-0.045158,27.591837,27.714012,27.841408,0.614643
﻿2020년 04월,0.409959,0.212876,28.181196,27.810522,27.771236,0.657626
﻿2020년 03월,0.478241,0.41186,27.658537,27.618315,27.180296,0.817327
﻿2020년 02월,0.34738,0.450258,27.015211,27.231169,26.667831,1.007264
﻿2020년 01월,0.525154,0.430998,27.019762,27.010757,26.494608,1.164648
﻿2019년 12월,0.42046,0.468848,26.997299,27.078094,26.576839,1.219633
﻿2019년 11월,0.460931,0.472389,27.217222,27.14975,26.75629,1.177667
﻿2019년 10월,0.535775,0.326179,27.234724,27.043015,26.69895,1.01164
﻿2019년 09월,-0.018168,0.222223,26.677099,26.965405,26.695267,0.834961
﻿2019년 08월,0.149063,0.18748,26.98439,27.112219,26.835327,0.818931
﻿2019년 07월,0.431545,0.3974,27.675163,27.645336,27.243618,0.677102
﻿2019년 06월,0.611594,0.601426,28.276459,28.184723,27.664865,0.627709
﻿2019년 05월,0.76114,0.702656,28.602549,28.461826,27.841408,0.614643
﻿2019년 04월,0.735234,0.833757,28.506472,28.431404,27.771236,0.657626
﻿2019년 03월,1.004898,0.819598,28.185192,28.026052,27.180296,0.817327
﻿2019년 02월,0.718661,0.802495,27.386492,27.583406,26.667831,1.007264
﻿2019년 01월,0.683926,0.773147,27.178534,27.352905,26.494608,1.164648
﻿2018년 12월,0.916853,0.827902,27.493692,27.437147,26.576839,1.219633
﻿2018년 11월,0.882927,0.896656,27.639217,27.574017,26.75629,1.177667
﻿2018년 10월,0.890189,0.703046,27.589138,27.419882,26.69895,1.01164
﻿2018년 09월,0.336022,0.504453,27.031288,27.247635,26.695267,0.834961
﻿2018년 08월,0.287149,0.284079,27.122477,27.208817,26.835327,0.818931
﻿2018년 07월,0.229067,0.227465,27.472687,27.475401,27.243618,0.677102
﻿2018년 06월,0.166177,0.091565,27.831041,27.674862,27.664865,0.627709
﻿2018년 05월,-0.12055,-0.162356,27.720858,27.596813,27.841408,0.614643
﻿2018년 04월,-0.532695,-0.475955,27.238543,27.121691,27.771236,0.657626
﻿2018년 03월,-0.77462,-0.670975,26.405674,26.535479,27.180296,0.817327
﻿2018년 02월,-0.705609,-0.736091,25.962221,26.044821,26.667831,1.007264
﻿2018년 01월,-0.728045,-0.801504,25.766563,25.778255,26.494608,1.164648
﻿2017년 12월,-0.970859,-0.885596,25.605982,25.72365,26.576839,1.219633
﻿2017년 11월,-0.957885,-0.774342,25.798407,25.903019,26.75629,1.177667
﻿2017년 10월,-0.394281,-0.562084,26.304668,26.154753,26.69895,1.01164
﻿2017년 09월,-0.334085,-0.269322,26.361181,26.47386,26.695267,0.834961
﻿2017년 08월,-0.0796,-0.046512,26.755728,26.878225,26.835327,0.818931
﻿2017년 07월,0.27415,0.193347,27.517769,27.441284,27.243618,0.677102
﻿2017년 06월,0.385491,0.357565,28.050356,27.940863,27.664865,0.627709
﻿2017년 05월,0.413055,0.380564,28.254463,28.139734,27.841408,0.614643
﻿2017년 04월,0.343145,0.313474,28.114382,27.911121,27.771236,0.657626
﻿2017년 03월,0.184222,0.2057,27.364517,27.412153,27.180296,0.817327
﻿2017년 02월,0.089732,-0.00596,26.757563,26.774952,26.667831,1.007264
﻿2017년 01월,-0.291835,-0.18875,26.202772,26.391008,26.494608,1.164648
﻿2016년 12월,-0.364147,-0.44402,26.212692,26.165226,26.576839,1.219633
﻿2016년 11월,-0.676077,-0.591515,26.080214,26.085846,26.75629,1.177667
﻿2016년 10월,-0.73432,-0.62486,25.964628,26.091976,26.69895,1.01164
﻿2016년 09월,-0.464183,-0.575906,26.231085,26.167276,26.695267,0.834961
﻿2016년 08월,-0.529215,-0.491844,26.306112,26.432894,26.835327,0.818931
﻿2016년 07월,-0.482135,-0.351475,26.761482,26.896461,27.243618,0.677102
﻿2016년 06월,-0.043076,-0.101889,27.621788,27.481407,27.664865,0.627709
﻿2016년 05월,0.219545,0.385963,28.060953,28.145132,27.841408,0.614643
﻿2016년 04월,0.98142,0.948795,28.752657,28.54644,27.771236,0.657626
﻿2016년 03월,1.645418,1.643649,28.825712,28.850103,27.180296,0.817327
﻿2016년 02월,2.304108,2.164762,28.971939,28.945673,26.667831,1.007264
﻿2016년 01월,2.544759,2.436752,29.039368,29.016512,26.494608,1.164648
﻿2015년 12월,2.461388,2.605539,29.038227,29.214785,26.576839,1.219633
﻿2015년 11월,2.810469,2.517682,29.566761,29.195042,26.75629,1.177667
﻿2015년 10월,2.281189,2.313398,28.980139,29.030233,26.69895,1.01164
﻿2015년 09월,1.848536,1.94713,28.543802,28.690311,26.695267,0.834961
﻿2015년 08월,1.711665,1.623209,28.546993,28.547947,26.835327,0.818931
﻿2015년 07월,1.309426,1.364143,28.553043,28.61208,27.243618,0.677102
﻿2015년 06월,1.071339,1.080535,28.736202,28.663832,27.664865,0.627709
﻿2015년 05월,0.860842,0.925034,28.70225,28.684204,27.841408,0.614643
﻿2015년 04월,0.842922,0.71512,28.614159,28.312767,27.771236,0.657626
﻿2015년 03월,0.441597,0.677825,27.621893,27.884279,27.180296,0.817327
﻿2015년 02월,0.748955,0.564183,27.416786,27.345095,26.667831,1.007264
﻿2015년 01월,0.501996,0.628156,26.996605,27.207916,26.494608,1.164648
﻿2014년 12월,0.633518,0.631756,27.210358,27.241001,26.576839,1.219633
﻿2014년 11월,0.759753,0.611214,27.516045,27.288574,26.75629,1.177667
﻿2014년 10월,0.44037,0.50747,27.139318,27.224306,26.69895,1.01164
﻿2014년 09월,0.322286,0.245499,27.017553,26.988682,26.695267,0.834961
﻿2014년 08월,-0.026159,0.080569,26.80917,27.005306,26.835327,0.818931
﻿2014년 07월,-0.054421,0.136677,27.189198,27.384615,27.243618,0.677102
﻿2014년 06월,0.490611,0.304183,28.155476,27.88748,27.664865,0.627709
﻿2014년 05월,0.47636,0.387193,28.317768,28.146362,27.841408,0.614643
﻿2014년 04월,0.194606,0.103611,27.965843,27.701258,27.771236,0.657626
﻿2014년 03월,-0.360134,-0.352734,26.820162,26.85372,27.180296,0.817327
﻿2014년 02월,-0.892674,-0.591593,25.775158,26.189318,26.667831,1.007264
﻿2014년 01월,-0.521972,-0.534979,25.972635,26.044781,26.494608,1.164648
﻿2013년 12월,-0.19029,-0.26695,26.386549,26.342297,26.576839,1.219633
﻿2013년 11월,-0.088589,-0.147535,26.667702,26.529825,26.75629,1.177667
﻿2013년 10월,-0.163725,-0.066219,26.535225,26.650618,26.69895,1.01164
﻿2013년 09월,0.053658,-0.201563,26.748926,26.541618,26.695267,0.834961
﻿2013년 08월,-0.494624,-0.233668,26.340704,26.691071,26.835327,0.818931
﻿2013년 07월,-0.260039,-0.365643,26.98358,26.882294,27.243618,0.677102
﻿2013년 06월,-0.342266,-0.308767,27.322598,27.27453,27.664865,0.627709
﻿2013년 05월,-0.323995,-0.181211,27.517412,27.577959,27.841408,0.614643
﻿2013년 04월,0.122627,-0.13611,27.893864,27.461536,27.771236,0.657626
﻿2013년 03월,-0.206962,-0.198955,26.973333,27.0075,27.180296,0.817327
﻿2013년 02월,-0.512531,-0.409859,26.155298,26.371052,26.667831,1.007264
﻿2013년 01월,-0.510085,-0.506613,25.984524,26.073147,26.494608,1.164648
﻿2012년 12월,-0.497224,-0.167164,26.079617,26.442081,26.576839,1.219633
﻿2012년 11월,0.505816,0.124375,27.262108,26.801735,26.75629,1.177667
﻿2012년 10월,0.364532,0.439605,27.06348,27.156441,26.69895,1.01164
﻿2012년 09월,0.448468,0.510377,27.143736,27.253559,26.695267,0.834961
﻿2012년 08월,0.718131,0.486548,27.553459,27.411285,26.835327,0.818931
﻿2012년 07월,0.293045,0.428276,27.536663,27.676212,27.243618,0.677102
﻿2012년 06월,0.273652,0.126547,27.938517,27.709845,27.664865,0.627709
﻿2012년 05월,-0.187057,-0.147401,27.65435,27.611769,27.841408,0.614643
﻿2012년 04월,-0.528799,-0.386926,27.242437,27.21072,27.771236,0.657626
﻿2012년 03월,-0.444922,-0.508841,26.735373,26.697615,27.180296,0.817327
﻿2012년 02월,-0.552801,-0.548513,26.115028,26.232397,26.667831,1.007264
﻿2012년 01월,-0.647816,-0.730213,25.846792,25.849546,26.494608,1.164648
﻿2011년 12월,-0.990021,-0.87669,25.586819,25.732555,26.576839,1.219633
﻿2011년 11월,-0.992233,-0.899857,25.764057,25.777502,26.75629,1.177667
﻿2011년 10월,-0.717316,-0.794262,25.981632,25.922573,26.69895,1.01164
﻿2011년 09월,-0.673238,-0.600911,26.02203,26.142271,26.695267,0.834961
﻿2011년 08월,-0.412179,-0.419353,26.423149,26.505384,26.835327,0.818931
﻿2011년 07월,-0.172644,-0.291691,27.070974,26.956245,27.243618,0.677102
﻿2011년 06월,-0.29025,-0.279868,27.374615,27.303429,27.664865,0.627709
﻿2011년 05월,-0.376711,-0.47475,27.464697,27.284418,27.841408,0.614643
﻿2011년 04월,-0.75729,-0.655189,27.013947,26.942457,27.771236,0.657626
﻿2011년 03월,-0.831565,-0.928426,26.348728,26.278028,27.180296,0.817327
﻿2011년 02월,-1.196424,-1.174298,25.471407,25.606613,26.667831,1.007264
﻿2011년 01월,-1.494903,-1.301472,24.999704,25.278288,26.494608,1.164648
﻿2010년 12월,-1.213089,-1.38729,25.36375,25.221956,26.576839,1.219633
﻿2010년 11월,-1.453877,-1.364754,25.302414,25.312607,26.75629,1.177667
﻿2010년 10월,-1.427297,-1.409012,25.271652,25.307823,26.69895,1.01164
﻿2010년 09월,-1.345863,-1.34016,25.349403,25.403021,26.695267,0.834961
﻿2010년 08월,-1.247321,-1.183545,25.588007,25.741194,26.835327,0.818931
﻿2010년 07월,-0.95745,-0.92876,26.286167,26.319178,27.243618,0.677102
﻿2010년 06월,-0.581509,-0.556462,27.083357,27.026834,27.664865,0.627709
﻿2010년 05월,-0.130427,-0.033788,27.710981,27.725382,27.841408,0.614643
﻿2010년 04월,0.610571,0.546876,28.381807,28.144524,27.771236,0.657626
﻿2010년 03월,1.160485,0.998144,28.340778,28.204599,27.180296,0.817327
﻿2010년 02월,1.223377,1.319273,27.891209,28.100183,26.667831,1.007264
﻿2010년 01월,1.573956,1.507226,28.068563,28.086985,26.494608,1.164648
﻿2009년 12월,1.724344,1.590528,28.301184,28.199774,26.576839,1.219633
﻿2009년 11월,1.473284,1.374735,28.229576,28.052094,26.75629,1.177667
﻿2009년 10월,0.926575,1.045629,27.625525,27.762465,26.69895,1.01164
﻿2009년 09월,0.737027,0.7901,27.432295,27.533281,26.695267,0.834961
﻿2009년 08월,0.706698,0.665067,27.542027,27.589804,26.835327,0.818931
﻿2009년 07월,0.551475,0.565287,27.795094,27.813225,27.243618,0.677102
﻿2009년 06월,0.437687,0.394053,28.102552,27.977348,27.664865,0.627709
﻿2009년 05월,0.192995,0.153336,28.034403,27.912506,27.841408,0.614643
﻿2009년 04월,-0.170674,-0.205305,27.600563,27.392342,27.771236,0.657626
﻿2009년 03월,-0.638235,-0.468732,26.542059,26.737722,27.180296,0.817327
﻿2009년 02월,-0.597286,-0.684298,26.070543,26.096613,26.667831,1.007264
﻿2009년 01월,-0.817373,-0.751936,25.677235,25.827824,26.494608,1.164648
﻿2008년 12월,-0.841149,-0.669305,25.735691,25.939941,26.576839,1.219633
﻿2008년 11월,-0.349392,-0.46436,26.406898,26.212999,26.75629,1.177667
﻿2008년 10월,-0.202541,-0.266324,26.496408,26.450512,26.69895,1.01164
﻿2008년 09월,-0.247038,-0.171159,26.448229,26.572021,26.695267,0.834961
﻿2008년 08월,-0.063899,-0.189661,26.771429,26.735077,26.835327,0.818931
﻿2008년 07월,-0.258046,-0.321443,26.985573,26.926495,27.243618,0.677102
﻿2008년 06월,-0.642385,-0.530888,27.022478,27.052408,27.664865,0.627709
﻿2008년 05월,-0.692233,-0.730625,27.149174,27.028545,27.841408,0.614643
